epoch,loss,lr,mean_absolute_error,val_loss,val_mean_absolute_error
29,0.005779389631344303,0.01,0.03578431443311274,0.000531956762279151,0.0075663784984499214
30,0.0006135226850852228,0.01,0.010590290024669633,0.0006570934681803919,0.013522438006475568
31,0.0013934310192174357,0.01,0.020476291333842607,0.004402102343738079,0.044584959745407104
32,0.0010235756651430469,0.01,0.01721104532221539,0.0011841798463137821,0.02342124506831169
33,0.00146936999986388,0.01,0.023555194001851812,0.0018053387349937112,0.034547781199216844
34,0.0016678730502260603,0.01,0.020638183103356925,0.00032662402009009384,0.009157194243744015
35,0.0013002049271866175,0.01,0.01626737767106129,0.0003339529350341763,0.010157867707312107
36,0.001998057169071722,0.01,0.0225189779445322,0.000327798134094337,0.009193247789517045
37,0.0017943565488167223,0.01,0.021189601494309804,0.0002089637249810039,0.005662995972670615
38,0.0020569057874935326,0.01,0.02144064417289984,0.00018290780535608065,0.005062735173851252
39,0.0007508048032327173,0.01,0.012349715744817837,0.001053622635663487,0.025346360728144647
40,0.0010287317806614738,0.01,0.017379983581809533,0.0027615106548182665,0.04142854940146208
41,0.0007155646528190119,0.01,0.015023233058551947,0.000791352562373504,0.01695304471068084
42,0.0017122729932048564,0.01,0.021650303836860178,0.002180537593085319,0.02898658849298954
43,0.0017278844909419098,0.01,0.02252237197632591,0.00011149342608405278,0.005293773440644145
44,0.0009220960713921361,0.01,0.014776109190036853,0.002292075240984559,0.033739046193659306
45,0.00048700371152234664,0.01,0.012066926080216136,0.0010089414892718196,0.023142554238438605
46,0.0013589132335861602,0.01,0.022476045650223063,0.0008356820442713797,0.017910798639059068
47,0.0011487670609413828,0.01,0.015156063156771577,0.00020141235872870312,0.010164974629878998
48,0.0011751050032520046,0.01,0.018967414590426616,0.00011115377874375554,0.00641110420692712
49,0.0006540581473624722,0.01,0.011995597391958452,0.0037025263532996177,0.043758271262049675
50,0.0013307970783999837,0.01,0.021909755165688695,0.00010169986690016231,0.005970501410774887
51,0.000284715810408266,0.01,0.008121028573562701,0.0009168878750642762,0.018760307785123588
52,0.0006389979830449496,0.01,0.013704325556237665,8.326349925482645e-05,0.006516230874694884
53,0.001187395090669775,0.01,0.01674580459560578,0.00032181672140723093,0.011732816556468606
54,0.00045616957072019834,0.01,0.012212563906278876,0.00017368146436638198,0.010964183509349823
55,0.0003814572928907486,0.01,0.010418988281809207,3.974584451498231e-05,0.0034426102647557855
56,0.00027472627526650386,0.01,0.008200748667069194,0.0013826706912368537,0.026838115602731704
57,0.0024446589235392617,0.01,0.023643865380694882,5.967326596874045e-05,0.005359612312167883
58,0.0008377129844322755,0.01,0.015386469486272997,3.48451759236923e-05,0.0031212919508107006
59,0.0002325316881625541,0.01,0.008034933838320688,0.0004962361097568646,0.01891983961686492
60,0.0008561114922182848,0.01,0.01370693692135521,8.975130040198565e-05,0.00615627751685679
61,0.00014811532290776895,0.01,0.0045809056176545305,2.8655986625381047e-05,0.0033164062188006938
62,0.00016725768911985344,0.01,0.006333574682422396,7.222265412565321e-05,0.006015722709707916
63,0.0011909673316495173,0.01,0.01773141116912787,5.9254594998492396e-05,0.005999227683059871
64,0.0002514495038566464,0.01,0.009098819480277598,0.0006078410107875243,0.018107884842902423
65,0.0006241181972856996,0.01,0.014030405390076339,0.0003480637984466739,0.013117163768038153
66,0.00025707615138041245,0.01,0.010000122646387253,0.00015358816235675477,0.009814688190817832
67,7.899423021626717e-05,0.0019999999,0.002067051532341995,1.5149120281421347e-05,0.001980718795675784
68,7.699778857638901e-05,0.0019999999,0.001961270880807812,1.479739744354447e-05,0.001959396153688431
69,7.619822406973577e-05,0.0019999999,0.00194802342965785,1.4611631013394798e-05,0.0019549473421648146
70,7.538995640617132e-05,0.0019999999,0.0019392444377040697,1.4380219954546192e-05,0.0019363159779459238
71,7.467050758249469e-05,0.0019999999,0.0019299868119156194,1.4300976454251213e-05,0.0019217791908886285
72,7.39414992090638e-05,0.0019999999,0.0019248221826273948,1.4163881132844836e-05,0.0019220572081394493
73,7.321918772302322e-05,0.0019999999,0.0019208134941032364,1.3969571728011943e-05,0.0019207903475034981
74,7.249411415967996e-05,0.0019999999,0.0019137071051065708,1.408753014402464e-05,0.0019507804478053003
75,7.182702667149797e-05,0.0019999999,0.0019163908876685632,1.367993882013252e-05,0.001912131515564397
76,7.113075831865798e-05,0.0019999999,0.001909881113614473,1.3473776971295592e-05,0.0019092300499323756
77,7.043642792723404e-05,0.0019999999,0.0019049204387960748,1.3379795836954144e-05,0.0019231112732086332
78,6.97336706732838e-05,0.0019999999,0.0019045483165731033,1.3223846508481074e-05,0.0019156493595801293
79,6.915489898347005e-05,0.0019999999,0.0018953377769018213,1.3187010881665629e-05,0.0019068509165663273
80,6.846594379415668e-05,0.0019999999,0.0018972182704601436,1.2999318232687074e-05,0.0018946708645671607
81,6.782565012599661e-05,0.0019999999,0.0018938097087407692,1.2857468527727179e-05,0.001890234393067658
82,6.718409065847987e-05,0.00039999996,0.0018825702828406874,1.2857922592957039e-05,0.0018893576285336166
83,6.705043139542492e-05,0.00039999996,0.0018814134831902467,1.2858803893323057e-05,0.0018933431594632566
84,6.692288494984193e-05,0.00039999996,0.001880502506133376,1.2856698231189511e-05,0.0018893170752562582
85,6.679853211658661e-05,0.00039999996,0.0018793659705099545,1.2862674839198008e-05,0.0018996724917087703
86,6.666717000724829e-05,0.00039999996,0.0018788343845193998,1.2880062377007561e-05,0.0019110154011286796
87,6.654104966451592e-05,0.00039999996,0.0018813661939930172,1.2826624833905953e-05,0.0018865679390728473
88,6.642369266450664e-05,0.00039999996,0.0018785841504318846,1.2822646158383578e-05,0.0018889847327955068
89,6.63003340125417e-05,0.00039999996,0.0018771296457594467,1.2819896801374852e-05,0.0018985449569299817
90,6.617844077128312e-05,0.00039999996,0.0018771775648929179,1.2807910206902306e-05,0.0018942867638543249
91,6.605552596536453e-05,0.00039999996,0.0018775747429269055,1.2791695735359098e-05,0.0018785341351758688
92,6.593715667248842e-05,0.00039999996,0.0018755758077734046,1.2772947457051487e-05,0.0018816760275512934
93,6.5814346961209e-05,0.00039999996,0.0018754040427868151,1.2756991736750933e-05,0.0018842764548026025
94,6.568867080305709e-05,0.00039999996,0.001875832295950709,1.2747381015287829e-05,0.0018786821339745075
95,6.557056056711493e-05,0.00039999996,0.001873784395866096,1.273331845368375e-05,0.001887162495404482
96,6.545721219026745e-05,0.00039999996,0.0018746260430715564,1.2716851870209211e-05,0.0018799797049723565
97,6.531468609409785e-05,7.999999e-05,0.001869907082679371,1.2720561608148273e-05,0.0018897779285907746
98,6.529118604956037e-05,7.999999e-05,0.001875039118911243,1.2716530272882665e-05,0.0018841755227185786
99,6.526751117487745e-05,7.999999e-05,0.0018742560486619672,1.2716275932689314e-05,0.0018810613837558776
100,6.524144151222167e-05,7.999999e-05,0.001870646408577967,1.2717372328552301e-05,0.0018872149579692633
